3.1297e+06,1.6617e+11,1.2969e+11,-1.209e+09,2.1829e+10,1.5862e+10,4.5199e+09,7.3873e+09,1.951e+08,1.9589e+09,1.7971e+09,0,0,0,3.9936e+06,0,3.9936e+06
3.2854e+07,9.938e+11,7.4049e+10,3.7274e+10,3.629e+11,5.1958e+11,2.9654e+10,3.3571e+10,6.1866e+09,8.2124e+08,1.2624e+10,1.7188e+11,2.643e+11,0,0,5.3978e+08,4.3672e+11
1.5941e+07,2.2005e+11,-2.2106e+10,-1.6154e+10,4.6184e+10,2.1213e+11,1.0076e+10,4.4407e+09,6.2525e+09,1.3901e+10,1.2712e+09,1.7618e+11,0,0,0,0,1.7618e+11
3.8747e+07,2.7608e+12,1.9521e+12,-8.1713e+09,4.1904e+11,3.9781e+11,1.9359e+11,6.8204e+10,1.0321e+10,7.6326e+09,1.2395e+10,5.3373e+10,4.6719e+10,0,0,5.58e+09,1.0567e+11
3.0163e+06,8.8047e+10,6.7431e+10,-1.4761e+09,1.2625e+10,9.4674e+09,4.7653e+09,3.1398e+09,2.7809e+07,5.9668e+07,1.1247e+09,0,0,0,0,3.5008e+08,3.5008e+08
2.0329e+07,1.0547e+13,7.8547e+12,-3.9083e+11,2.2702e+12,8.1272e+11,1.2478e+11,1.2575e+11,1.6341e+10,7.2989e+10,5.9605e+10,8.7607e+10,1.0895e+11,2.7925e+10,2.9001e+09,1.8588e+11,4.1326e+11
8.2333e+06,4.6984e+12,3.7612e+12,-6.6137e+10,9.2871e+11,7.4631e+10,1.49e+10,1.6506e+10,9.8886e+09,1.7385e+09,2.6938e+10,1.3535e+09,3.1284e+09,0,1.5918e+07,1.632e+08,4.661e+09
8.388e+06,1.2832e+11,1.6326e+09,-9.3487e+09,3.8038e+10,9.8002e+10,1.1284e+10,7.5857e+09,6.6397e+06,2.2404e+08,1.7819e+09,6.4221e+10,1.2899e+10,0,0,0,7.712e+10
7.2662e+05,1.4666e+11,4.306e+10,1.1301e+10,3.1509e+10,6.079e+10,1.42e+08,2.6261e+08,0,0,1.3257e+08,4.0043e+10,2.021e+10,0,0,0,6.0253e+10
1.4182e+08,1.0082e+12,6.8617e+11,-1.8562e+10,1.4283e+11,1.9774e+11,9.0835e+10,7.026e+10,3.9872e+09,3.3957e+09,2.3112e+09,0,2.6947e+10,0,0,0,2.6947e+10
9.7756e+06,4.6716e+11,3.1692e+11,-4.0558e+09,9.5917e+10,5.8377e+10,2.8247e+10,1.3686e+10,1.0338e+09,2.3795e+09,5.4733e+09,6.9008e+09,6.5605e+08,0,0,0,7.5568e+09
1.0479e+07,5.8928e+12,4.6893e+12,1.1626e+11,1.0355e+12,5.1688e+10,2.5989e+10,2.0475e+10,2.5955e+09,2.9884e+08,2.3244e+09,0,4.7632e+06,0,0,0,4.7632e+06
2.918e+05,1.8829e+10,1.048e+10,-1.2763e+09,2.7016e+09,6.9232e+09,3.9738e+09,7.4872e+07,5.915e+08,3.9566e+08,1.8874e+09,0,0,0,0,0,0
8.4389e+06,8.0375e+10,5.0989e+10,-1.6398e+09,8.8728e+09,2.2153e+10,1.4231e+10,9.8627e+08,1.7382e+09,4.5827e+08,4.7391e+09,0,0,0,0,0,0
6.3701e+05,1.0462e+10,-2.4255e+09,-5.8995e+07,4.0252e+09,8.9212e+09,7.1894e+08,5.1279e+08,5.3704e+09,7.8589e+08,1.5332e+09,0,0,0,0,0,0
9.182e+06,1.3836e+11,5.1584e+10,-7.8505e+09,1.8363e+10,7.6261e+10,2.3536e+10,6.3418e+09,8.7327e+09,1.3461e+10,4.068e+09,6.8326e+09,1.3078e+10,0,0,2.1092e+08,2.0121e+10
1.7649e+06,1.0395e+11,4.9324e+10,8.014e+09,3.7042e+10,9.5665e+09,6.2923e+08,2.2831e+09,7.3131e+08,2.6236e+09,1.5665e+09,0,0,2.7635e+08,0,1.4564e+09,1.7327e+09
1.864e+08,1.4752e+13,1.0172e+13,-3.2347e+11,2.1119e+12,2.792e+12,1.2731e+12,2.3479e+11,5.4558e+11,1.1162e+11,1.9432e+11,2.4789e+11,2.5509e+10,0,0,1.5927e+11,4.3266e+11
3.7382e+05,8.6829e+10,-5.4661e+10,4.5475e+10,2.7599e+10,6.8415e+10,6.7582e+07,8.4933e+07,3.7057e+08,1.2064e+08,3.1167e+09,2.967e+10,3.4985e+10,0,0,0,6.4655e+10
7.74e+06,4.9531e+11,3.8705e+11,-1.279e+10,7.8014e+10,4.3034e+10,1.4192e+10,1.5255e+10,1.0328e+09,9.867e+08,7.2612e+09,1.1119e+08,4.8855e+08,4.0115e+06,1.1814e+09,2.5219e+09,4.307e+09
1.3228e+07,1.1456e+11,8.6693e+10,-1.4767e+09,1.1629e+10,1.7715e+10,8.204e+09,3.9797e+09,1.1564e+09,1.584e+09,2.7912e+09,0,0,0,0,0,0
7.5475e+06,1.6539e+10,-3.9771e+09,-1.0921e+09,1.2499e+09,2.0359e+10,1.1632e+10,6.3675e+08,7.9522e+09,2.4531e+07,9.609e+07,0,0,0,0,1.7273e+07,1.7273e+07
1.6322e+07,2.8136e+11,1.6501e+11,-6.7325e+09,3.824e+10,8.4838e+10,2.8039e+10,8.8037e+09,9.4641e+09,4.667e+09,1.9015e+10,1.4819e+10,0,0,0,3.0292e+07,1.485e+10
3.2299e+07,1.7399e+13,1.3402e+13,-9.6151e+10,2.9008e+12,1.1926e+12,8.4072e+10,6.7915e+10,1.2855e+11,1.3895e+11,3.6474e+11,2.186e+11,1.5286e+11,2.485e+09,1.4176e+09,3.3012e+10,4.0838e+11
5.0681e+05,2.0991e+10,1.8353e+10,-7.6492e+08,2.9379e+09,4.6555e+08,2.2847e+08,2.0737e+08,0,2.0837e+07,8.8672e+06,0,0,0,0,0,0
4.0377e+06,2.7076e+10,2.2843e+09,-9.5261e+08,2.0791e+09,2.3666e+10,4.6491e+09,2.5906e+09,2.9219e+09,5.3988e+09,8.1049e+09,0,0,0,0,3.0872e+05,3.0872e+05
9.7489e+06,4.8683e+10,-4.4538e+09,-4.8174e+09,1.2748e+10,4.5206e+10,7.6485e+09,5.1433e+09,6.608e+09,2.6856e+09,1.3689e+09,2.1752e+10,0,0,0,0,2.1752e+10
1.6295e+07,1.6605e+12,1.0717e+12,-3.2698e+10,3.1398e+11,3.0749e+11,4.1615e+10,1.7702e+10,5.9125e+10,3.999e+09,2.9222e+10,7.3138e+08,3.6943e+09,3.2765e+07,0,1.5137e+11,1.5582e+11
1.3045e+09,2.5091e+13,1.1637e+13,3.7014e+11,7.849e+12,5.2352e+12,3.2622e+12,4.2433e+11,3.0109e+11,5.8052e+10,1.401e+11,3.5155e+11,9.2679e+10,4.93e+11,0,1.1224e+11,1.0495e+12
4.4946e+07,2.4538e+12,1.8296e+12,-3.835e+10,3.2032e+11,3.4222e+11,1.3221e+11,4.645e+10,3.7637e+10,1.4408e+10,4.4623e+10,4.2852e+10,1.3931e+10,5.1099e+09,0,4.9895e+09,6.6883e+10
6.0049e+05,8.7248e+09,7.0342e+09,-1.5076e+08,7.8129e+08,1.0601e+09,7.6752e+08,7.3509e+07,1.4518e+07,6.5576e+06,1.9798e+08,0,0,0,0,0,0
5.7549e+07,1.3201e+11,3.9004e+10,-1.053e+10,1.152e+10,9.2015e+10,2.8793e+10,8.2116e+08,2.5491e+10,3.1424e+10,1.0807e+09,3.5379e+09,0,2.0803e+07,0,8.4684e+08,4.4056e+09
3.9989e+06,2.4062e+10,-4.5064e+10,-8.1243e+09,1.8549e+10,5.8702e+10,3.1406e+09,8.5435e+07,2.8501e+09,5.3315e+09,4.1641e+07,4.7252e+10,0,0,0,3.4834e+05,4.7253e+10
4.3272e+06,3.4014e+11,2.597e+11,-6.7158e+09,4.6316e+10,4.0835e+10,2.9871e+10,5.9347e+09,1.0169e+07,5.774e+08,4.4407e+09,0,0,0,0,8.9501e+05,8.9501e+05
1.8154e+07,2.6257e+11,1.7425e+11,-1.0789e+10,2.6732e+10,7.2375e+10,4.8444e+10,1.6932e+09,1.0594e+10,2.5127e+09,7.1443e+08,4.365e+09,4.0519e+09,0,0,0,8.4169e+09
4.4434e+06,7.398e+11,6.272e+11,-2.4205e+10,1.1211e+11,2.4701e+10,7.0213e+09,5.0707e+09,1.5614e+09,5.2954e+08,1.9758e+09,3.2697e+09,5.2728e+09,0,0,0,8.5424e+09
1.0234e+07,1.8505e+12,1.3848e+12,-3.4194e+10,4.5289e+11,4.7029e+10,1.5785e+10,8.7169e+09,5.2526e+09,4.4265e+09,9.4521e+09,6.0511e+08,2.9454e+08,5.9245e+08,1.9033e+09,0,3.3953e+09
5.416e+06,4.0238e+12,3.2021e+12,6.9738e+09,7.0856e+11,1.0624e+11,1.5206e+10,2.7106e+10,1.1766e+09,3.1815e+09,1.334e+10,3.2314e+10,1.3915e+10,0,0,0,4.6229e+10
72000,5.478e+09,4.0024e+09,-3.1043e+08,1.0378e+09,7.4829e+08,3.2627e+08,3.6747e+07,0,1.0452e+07,3.7482e+08,0,0,0,0,0,0
9.4696e+06,6.3782e+11,5.287e+11,-1.2009e+10,7.6149e+10,4.498e+10,1.8915e+10,9.9933e+09,2.053e+09,3.2936e+08,9.7321e+09,0,0,0,0,3.9567e+09,3.9567e+09
1.3228e+07,5.7721e+11,2.0401e+11,-2.438e+10,1.0055e+11,2.9703e+11,4.6361e+10,3.072e+10,3.8551e+09,2.2517e+09,1.2862e+11,8.5057e+10,0,0,0,1.5576e+08,8.5213e+10
7.4033e+07,1.579e+12,1.0261e+12,-4.6435e+09,2.1177e+11,3.4573e+11,1.633e+11,3.421e+10,9.5469e+08,2.0523e+07,0,6.7008e+10,7.9318e+10,0,0,9.2728e+08,1.4725e+11
6.881e+06,3.6432e+11,3.0938e+11,-7.9555e+09,3.5786e+10,2.7119e+10,1.225e+10,1.441e+10,2.741e+08,6.1828e+07,1.235e+08,0,0,0,0,0,0
7.1256e+07,2.4506e+11,1.4886e+11,-6.8934e+09,2.3092e+10,8.0004e+10,3.72e+10,1.9994e+10,6.0063e+08,3.4168e+09,1.8614e+10,0,0,0,0,1.7696e+08,1.7696e+08
8.4771e+05,3.6454e+10,2.065e+10,-1.4123e+09,7.3691e+09,9.8468e+09,7.0375e+09,1.0028e+09,9.5907e+08,2.3936e+08,2.825e+08,0,0,0,0,3.2556e+08,3.2556e+08
5.2461e+06,2.9916e+12,2.4138e+12,-2.9596e+10,5.066e+11,1.0083e+11,6.6209e+09,1.4832e+10,4.6938e+10,1.2552e+10,1.9195e+10,0,0,0,0,6.9323e+08,6.9323e+08
6.0873e+07,3.5699e+13,2.932e+13,1.5592e+11,5.6989e+12,5.2407e+11,1.8232e+11,1.5352e+11,1.5271e+10,7.5969e+09,1.6105e+11,1.7745e+09,2.4282e+09,3.5208e+07,2.7752e+06,7.4462e+07,4.3152e+09
1.3838e+06,8.096e+10,-9.6744e+09,1.6923e+07,3.2407e+10,5.8211e+10,2.0804e+09,6.8658e+07,2.8866e+09,5.212e+09,6.8414e+07,4.7892e+10,0,0,0,2.3099e+06,4.7895e+10
1.5171e+06,8.846e+09,6.6695e+09,-8.399e+08,1.1501e+09,1.8663e+09,8.1271e+08,1.2457e+08,7.9685e+08,1.1684e+08,1.5334e+07,0,0,0,0,0,0
4.4744e+06,1.1905e+11,8.5354e+10,-4.1604e+09,2.2944e+10,1.4916e+10,5.6697e+09,6.9231e+09,1.9027e+08,6.6063e+08,1.0849e+09,3.3553e+08,4.9471e+07,2.3135e+06,0,0,3.8731e+08
8.2469e+07,4.5127e+13,3.6038e+13,5.1291e+11,8.1055e+12,4.7139e+11,1.1472e+11,1.2803e+11,1.6931e+10,8.0255e+09,1.5959e+11,5.0324e+09,3.004e+10,1.052e+09,7.9153e+09,4.2513e+07,4.4082e+10
2.2113e+07,2.0953e+11,1.291e+11,-5.6815e+09,2.7346e+10,5.8768e+10,4.5268e+10,9.0623e+08,1.0976e+10,1.1178e+09,4.0017e+08,0,0,0,0,9.9784e+07,9.9784e+07
1.1104e+07,4.3618e+12,3.6266e+12,-1.7767e+11,8.2433e+11,8.8607e+10,4.796e+10,2.7036e+10,2.2789e+09,1.7483e+09,5.0911e+09,1.9332e+08,6.2955e+07,0,3.1507e+09,1.0857e+09,4.4926e+09
1.065e+05,8.3102e+09,6.2525e+09,-6.5362e+08,2.4894e+09,2.2188e+08,2.0395e+08,9.9823e+06,0,9.5743e+05,6.9876e+06,0,0,0,0,0,0
1.2599e+07,5.4785e+11,2.7455e+11,-4.6572e+09,6.7655e+10,2.103e+11,5.3548e+10,4.2315e+09,1.4168e+11,8.4391e+08,5.8315e+09,4.1624e+09,0,0,0,0,4.1624e+09
9.0027e+06,5.6453e+10,3.5211e+10,-3.2155e+09,6.9986e+09,1.7459e+10,1.1585e+10,1.6346e+09,4.1903e+08,1.5409e+09,2.431e+08,0,0,0,0,2.0356e+09,2.0356e+09
1.5863e+06,5.9331e+09,2.6307e+09,-9.5171e+08,9.5791e+08,3.2962e+09,1.8464e+09,3.5884e+08,4.8196e+08,4.7483e+08,1.3423e+08,0,0,0,0,0,0
7.5122e+05,1.4431e+10,-3.5833e+09,-1.5086e+09,3.0848e+09,1.6438e+10,7.5119e+09,3.0513e+08,4.3979e+09,3.6153e+09,1.2056e+08,0,0,0,0,4.8753e+08,4.8753e+08
8.5278e+06,8.9642e+10,6.5297e+10,-1.4043e+09,1.5019e+10,1.073e+10,7.8603e+09,2.082e+09,7.331e+08,2.3655e+07,3.1442e+07,0,0,0,0,0,0
7.2047e+06,1.8291e+11,7.0786e+10,-4.2493e+09,2.9826e+10,8.6542e+10,2.1509e+10,1.6355e+10,3.3242e+10,9.3212e+08,1.4155e+10,0,0,0,0,3.4859e+08,3.4859e+08
1.0087e+07,1.7451e+12,1.4253e+12,-9.5072e+10,3.5468e+11,6.0264e+10,3.291e+10,9.5086e+09,1.7782e+09,5.0375e+08,7.4665e+09,2.2525e+09,4.9942e+09,0,5.2362e+08,3.2679e+08,8.0972e+09
2.9675e+05,2.6795e+11,2.3714e+11,-1.3649e+10,4.0794e+10,3.6686e+09,2.4149e+07,1.1267e+09,0,3.0538e+07,2.4873e+09,0,0,0,0,0,0
1.0946e+09,1.1536e+13,6.5251e+12,-1.1667e+11,2.1678e+12,2.9597e+12,1.5229e+12,6.5935e+11,2.134e+11,1.9068e+10,1.5906e+11,1.069e+11,6.51e+10,1.5647e+11,3.5954e+09,5.3877e+10,3.8594e+11
2.2056e+08,4.3603e+12,2.5139e+12,-1.1533e+11,8.7524e+11,1.0864e+12,3.5222e+11,2.1813e+10,2.7887e+11,1.793e+10,9.0634e+10,9.2535e+10,1.5508e+11,2.1368e+10,0,5.5991e+10,3.2497e+11
6.8251e+07,2.2821e+12,2.7706e+11,6.3355e+10,7.1775e+11,1.224e+12,1.755e+11,7.1116e+10,1.8585e+09,2.6509e+09,1.8222e+10,7.3232e+11,2.1473e+11,5.6537e+08,0,6.9991e+09,9.5462e+11
4.1591e+06,2.4918e+12,2.0212e+12,-4.3373e+10,4.6737e+11,4.6538e+10,4.669e+09,3.7485e+10,1.5824e+09,3.3071e+08,1.2646e+09,0,1.2059e+09,0,0,0,1.2059e+09
6.9236e+06,2.2673e+12,1.9309e+12,-2.4197e+10,3.2701e+11,3.3528e+10,1.1569e+10,1.1098e+10,2.3477e+07,7.968e+07,9.0037e+09,9.5945e+06,1.7453e+09,0,0,0,1.7549e+09
